text,label,palavras tóxicas,palavras não tóxicas,palavras neutras,contagem tóxica,contagem não tóxica,contagem neutras,contagem de palavras,contagem de letras
"mano, ela no tem piedade de mim",0,1,1,1,6,7,6,7,31
caralho q foda ela repartindo o peixe no meio kkkk,1,1,1,1,10,9,9,10,50
"meu deus, pinto apontadaxo po xu",1,1,1,1,5,4,4,6,32
"a diarra errando a coreografia, o bailey todo palhao l atrs e o josh, krys, heyoon e hina danando tudo certinho. esse vdeo  to
#MPN #NowUnited #Uniters",0,1,1,1,18,27,18,27,151
olha quem fala! saudades ja irmao,0,1,1,1,5,6,5,6,33
morena gostosa dando uma dentro do carro,1,1,1,1,7,7,7,7,40
postei uma foto com rayssa e meu tio me chamou de sapato,0,1,1,1,12,12,12,12,56
linda pra caralho,1,1,1,1,3,3,3,3,17
"fiz uma faxina na minha casa hj, pensa numa casinha cheirosa",0,1,1,1,10,10,9,11,60
"no existe msica ruim do rubel, o cara  sensacional",0,1,1,1,8,8,7,9,50
t amassando esse baio de dois com os amigos que eu gosto,0,1,1,1,10,12,10,12,56
"team one jogou p crlo, q porra foi essa",0,1,1,1,7,8,7,9,39
"vei eu to achando que taquei no lixo, pistola por causa da tela",0,1,1,1,11,13,11,13,63
"Foto do Thau c a namorada: A
Eu::: 

[3/8 13:25] : Socorrroooooo
[3/8 13:25] : Aaaaaaaa
[3/8 13:25] : Ele  mto fofo
[3/8 13:25] : e  lindo o jeito q um fala do outro
[3/8 13:25] : Da vontade de pegar pelo cabelo e falar:CASA CARALHO",0,1,1,1,34,46,34,46,232
nilce onde vai estar o conteudo??,0,1,1,1,4,4,4,6,33
impressionante como minha memria  ruim! agora pra coisa que eu quero esquecer a bixa presta viu.,0,1,1,1,14,16,14,16,96
salvei pra mostrar pra cabeleireira,0,1,1,1,3,3,3,5,35
"caralho! esse jamboree deve ter sido muito foda, o melhor de todos",0,1,1,1,11,12,11,12,66
a cara dela no final  o melhor,0,1,1,1,7,7,7,7,30
tem nada melhor que passar o dia com meus amigos rindo igual idiota no geraldinho,0,1,1,1,14,14,14,15,81
resenha ontem na casa do gordo fluiu kkkkk  teve seu batismo kkkkkk,0,1,1,1,10,12,10,12,67
que buceta linda  gostosa,1,1,1,1,4,3,3,4,25
"sa do prevupe mais cedo para descansar, e agora q cheguei em casa t no cio para bater perna ? vsf maria clara",1,1,1,1,23,20,20,23,109
"fiquei sabendo q vc s vai na faculdade pra ver macho, ridcula  s balbrdia",1,1,1,1,13,13,13,14,73
"o jisung come cheetos que acha no cho que nojo gente, a fome estava grande pq pqp",0,1,1,1,16,17,16,17,81
"a voc me quebra, neguinha",0,1,1,1,5,5,5,5,25
me acho o cara mais feio do mundo lkkkkkkkkkk,0,1,1,1,8,8,8,9,45
vou  aproveitar ela.,1,1,1,1,3,3,3,3,20
"pal sur, o pal norte",0,1,1,1,4,4,3,5,20
"porra, sem neurose. serei eternsmente grato por tudo que fez por mim !",1,1,1,1,13,11,11,13,70
"O babaca do diretor do INPE queria colocar todo o aumento desde 2017 a 2018 na conta do Bolsonaro com apenas 6 meses! T certo isso? O Min. Ricardo Salles e o Bolsonaro no negaram aumento, mas apenas questionaram a culpa do Bolsonaro, como o imbecil queria dar entender que era!",1,1,1,1,50,46,46,51,277
se chegar  500 rts at o fim do dia eu posto uma surpresinha !!,0,1,1,1,12,14,12,14,62
"fui dormir as 8 para acordar agr na moral, vsf",0,1,1,1,10,10,10,10,46
caralho que ressaca,0,1,1,1,3,3,3,3,19
chuva desgraada pra quem trabalha na pista,0,1,1,1,7,7,7,7,42
"Pensa bem se ele te traiu , mesmo voc sendo bonita ... A me pergunto ser que a beleza realmente importa? Kkklkk , fazer o que n...",0,1,1,1,24,26,24,27,130
"sou feio msm, sou gordo msm e pau no cu de quem acha alguma coisa",1,1,1,1,15,15,15,15,65
"elegemos um tiozo de boteco, puta que pariu !!!",1,1,1,1,8,7,7,9,47
vei que porra de mundo  esse que a gente t vivendo!,0,1,1,1,10,10,10,11,51
"#bangchanselcaday  
a foto no  de hoje, mas dizem que o que importa  a inteno",0,1,1,1,13,13,13,14,77
"Engraado que o clube pediu emprstimo pra paga o salrio atrasado , agora paga o salrio acima de 1 milho, cad aqueles jornalistas paulista Perguntando aonde vem o dinheiro pra paga o salrio",0,1,1,1,28,33,28,33,187
quero emprego fixo babaca kkk,0,1,1,1,4,5,4,5,29
machucar essa baio de dois,0,1,1,1,3,5,3,5,26
vem com recada pro meu lado no fi do co,1,1,1,1,10,9,9,10,39
"amor o caralho 
quero meu salrio",1,1,1,1,6,6,6,6,32
qual a parte do no quero ningum enchendo meu saco que a minha me no entendeu pqp,0,1,1,1,16,17,16,17,80
esse semhor queria audincia. deede o incio queria uma colocao. ficou muito claro isso.,0,1,1,1,10,14,10,14,86
ainda bem que eu vou voltar pra floripa o frio nessa cidade t comeando a passar do ponto,0,1,1,1,17,18,17,18,88
"e as universidades da direita, formaram vermes que nem esse abestalhado, canalha e babaca...",1,1,1,1,13,8,8,14,92
todo o dia lembrando que eu sou s mais um reservatrio de porra,1,1,1,1,13,12,12,13,62
pelo menos fala de mim no tt,0,1,1,1,7,7,7,7,28
eu mando mensagem fofa pros outros e depois fico com nojo de mim mesma kkkkkk,0,1,1,1,15,15,15,15,77
sou sulista e t comeando a odiar sulista k,1,1,1,1,9,9,9,9,42
kkkkk pior que enjoa mesmo,0,1,1,1,4,5,4,5,26
"leiam antes. calma, no estou me posicionando a favor nem contra, mas leiam.",0,1,1,1,9,11,9,13,75
kkkkkkkkkkk fdp,0,1,1,1,2,2,2,2,15
vamos em frente meu zagueiro,0,1,1,1,4,5,4,5,28
vou gravar isso,0,1,1,1,3,3,3,3,15
daniel t me ignorando no insta e postando foto no status do whats,0,1,1,1,12,13,12,13,65
"ah j ouvi gente falando que no gosta 
quando se fala avatar penso nos 2. a eu pergunto avatar filho de quem?",1,1,1,1,22,20,20,22,108
as veiz aqui em casa a gente j limpou a bunda com papel toalha  e saco de po,0,1,1,1,16,18,16,18,76
"justia somente c lula livre??
seu cu ....seu arrombado",1,1,1,1,9,6,6,9,54
succubus pau no cu,1,1,1,1,3,3,3,4,18
"vai se fuder mano, to muito putaaa",1,1,1,1,6,6,6,7,34
s consigo sentir inveja do glenn vendo essas fotos. que homem!,0,1,1,1,9,10,8,11,62
caf da manh de vagabundo,0,1,1,1,5,5,5,5,24
"brasileiros de um lado, gringos dos outros. faam suas apostas na libertadores #gefla",0,1,1,1,7,12,7,13,84
"sc. xxi e eu ainda sou obrigado a mijar de pau duro quando acordo.
at quando brasil?????",1,1,1,1,16,12,12,17,88
"carai tio o cigarro ta ao contrario

              h

o cigarro ta ao contrario

              hnn

o cigarro ta ao contrario

              o bic tambm",1,1,1,1,22,20,20,22,152
"Another bitch properly folded.
***(Mais uma puta devidamente arregaada.)***",1,1,1,1,7,2,2,9,75
que role do caralho meus amigosss que roleeee...,1,1,1,1,7,6,6,8,48
nossa senhora eu soltei um pum fedido agora pqp kkkkkkkkk,1,1,1,1,10,8,8,10,57
ne bixo pqp,0,1,1,1,3,3,3,3,11
muito feliz que agora chegou o momento de beber a cachaa de jamb do meu amigo  pqp nunca eu esperei tanto por uma cachaa,1,1,1,1,24,22,22,24,120
"se voc faz isso, parabns, voc  muito idiota",1,1,1,1,8,8,8,8,43
a nica pessoa que vai comer seu cu sou eu e com um serrote,1,1,1,1,13,14,13,14,58
"que porra  essa ,parece que ela ta pegando  um derrame",1,1,1,1,9,9,8,10,54
s estresse pqp,1,1,1,1,3,3,3,3,14
to dormindo mt mal pqp,1,1,1,1,5,5,5,5,22
que filhas da puta,1,1,1,1,4,4,4,4,18
"Se Jnior chamasse Mauro Czar de mau comentarista, at era admissvel, mas questionar o carter do cara pegou mal demais. Deve ter postado na ""empolgao"" da terceira garrafa. Bola fora do Maestro.",0,1,1,1,23,31,23,32,191
"parece que uma noivinha passa muitooo bem , aaaa homo da porra",1,1,1,1,12,11,11,12,62
"Vc de novo querendo analisar minha vida. Tenho admirao pelo trabalho do Olavo, mas parece que vc tem obsesso por sua figura. Leia ao menos um livro dele e ver que no  um bicho de 7 cabeas. E sobre achar q vc  de esquerda, vc no me disse como se define!",0,1,1,1,45,50,45,51,252
mano minha mae parece q faz de propsito eu sempre lembro ela dessa porra de psicologo p mim e ela simplesmente nao marca,1,1,1,1,23,22,22,23,120
"caralho tu vem pra mantena 1 vez no ano pra ficar de casal mano, assim no d me ajuda ai  kkk",1,1,1,1,21,20,20,21,92
tempo de corno cancela essa porra bora ficar em casa vendo filme depressivo comendo pipoca no cobertor,1,1,1,1,16,16,16,17,102
"garoto babaca da sala: *respira*

eu e minha amiga:",1,1,1,1,8,6,6,9,51
kkkkkkkkk carai cusao,0,1,1,1,2,2,2,3,21
gente que no marca de ir numa festa e sim de ficar na frente do estabelecimento onde a festa vai ocorrer,0,1,1,1,19,21,19,21,104
pqp sim????,1,1,1,1,1,1,1,2,11
"e o segurana do meu trabalho ainda achou engraado o assdio com menor de idade,porra engraado",1,1,1,1,16,14,14,16,92
ghost vindo pro br em abril junto com o metallica me deixa pau molasso pois queria um show solo mas de qualquer forma vou ir,1,1,1,1,24,23,22,25,124
#SM__ l vai a SM sobrecarregar mais o mark e o taeyong EU NO QUERO SUPER BOYGROUP EU QUERO O NCT 127 DESCANSANDO PORRA VSF EMPRESA DE MERDA GALALAU DE PORRA,1,1,1,1,30,20,20,31,156
"d um dio quando vejo nego cantando ""norte sul desse pas"" vai tomar no cu",1,1,1,1,15,13,13,15,72
no  possivel q vcs no saibam quebrar um ovo e precisa disso tudo,0,1,1,1,12,13,12,13,64
o papel de rodrigo maia na reconstruo #democrtica do pas,0,1,1,1,7,10,7,10,56
"t triste, queria um namorado, 10 kg off e uns cem mil na conta",0,1,1,1,12,14,12,14,62
"t rgida , essas amigas assim q  maneiro de pegar kkkkkkkkkkkk",1,1,1,1,11,10,10,11,61
vontade de explodir de raiva mano sinceramente,0,1,1,1,7,7,7,7,46
o zenit a recordar o grande tempo que o malcom passou no roma hahahahah,0,1,1,1,10,13,10,14,71
acabei de acordar com uma ressaca com caralho ai do nd sofia me manda um udio desesperada dizendo q arrumou uma senha do buteco p mim  ????,1,1,1,1,27,25,25,27,139
"volta calor ,caralho",1,1,1,1,2,2,2,3,20
"o jeito q meu tel descarrega  diferente, tnc",0,1,1,1,6,8,6,8,44
Essa srie da BBC mostra o drama da crise climtica que estamos vivendo. As ameaas esto por toda parte. As consequncias so cada vez mais graves. O alerta da cincia precisa ser traduzido em ao.  urgente!,0,1,1,1,28,35,28,36,200
"antes eu s o conhecia de ouvir falar, mas agora eu vejo o senhor com meus prprios olhos.",0,1,1,1,17,18,17,18,88
silncio o namjoon sendo um gostoso do caralho ta passando na tml,1,1,1,1,12,12,12,12,64
nos devemos ter um puto de um chip meu,0,1,1,1,9,9,9,9,38
"voc  livre pra fazer o que quiser, mas quando fizerem o mesmo com voc, mastiga e engole!!",0,1,1,1,16,16,16,17,89
"agora com bl fazendo parte do crossover pode ser que ganhe um pouco mais de visibilidade, se no ganhar pau no cy da cw",1,1,1,1,23,20,20,24,118
no ainda temho q corta cabelo hj q buceta,1,1,1,1,9,7,7,9,41
"comprei uma capinha de silicone p meu celular, e que bosta, suja muito e  um cu pra limpar",0,1,1,1,17,18,17,18,90
ns  muito bom pra quem no merece porra nenhuma,0,1,1,1,9,9,9,9,46
meu pinto,1,1,1,1,2,2,2,2,9
"tomei um aa num faz nem 30 min  j t com fome de novo, porra maria eduarda fecha essa boca kkk",0,1,1,1,21,21,21,21,93
"co vagabundo, suavidade?. 
to correndo aqui rapidinho pra te dizer que voc  foda demais, e eu j te considero pra caralho t doido.tu merece o mundo men, pode ter certeza que vou jogar ele mo seu colo se for preciso, vou correr contigo sempre que precisar, jae? te adoro.",0,1,1,1,42,48,42,49,269
a carla deu uma quebrada pra valetia que pqp,1,1,1,1,9,9,9,9,44
estou com uma vontade de comer um doce que pqp,0,1,1,1,10,10,10,10,46
esse novinho  profissional em mamar rola,1,1,1,1,6,4,4,6,40
kkjkkkkkkkkkkkk porra,1,1,1,1,1,1,1,2,21
"tu  doente mental igor, vsf",1,1,1,1,5,3,3,5,27
coisa ridcula raissah,1,1,1,1,2,2,2,3,21
sua me deve ser muito antenada. eu no sei nem falar em grias,0,1,1,1,12,12,11,13,60
passei mal na aula da auto escola a muie teve a parar no meio da rua pq se n ia cair da moto mds,0,1,1,1,24,24,24,24,96
que texto viu. pqp,0,1,1,1,4,4,4,4,18
vtnc dessa intnet tbm q quer fazer manuteno essa hr,1,1,1,1,10,8,8,10,51
com chuva ou sem chuva hoje o pau quebra gostosinnn,0,1,1,1,9,9,9,10,51
"mds
soo meu filho, tadinho",0,1,1,1,5,5,5,5,26
para com essa porra vc n  0 dr estranho,1,1,1,1,9,9,9,9,39
"Pq tipo, se comparar CR7 com Neymar (que  o melhor na sua lista), Neymar vai levar vantagem no 1x1 e talvez no passe, em todo o resto o CR7 ganha, cabeceio, cobrana de faltas, de penalti, chute, chute com o p fraco, domnio de bola, poder de deciso, da nem pra comparar",0,1,1,1,39,52,39,52,268
coraoo disparadooooooooooooooo,0,0,0,0,0,0,0,2,30
voc disse que tava curioso,0,1,1,1,5,5,5,5,26
pra hj era s f1 e transar pra caralho,1,1,1,1,9,9,9,9,37
"por isso q eu me estresso com essa rede social, esse povo quer dar pitaco em tudo!!! cada um tem sua conta p expor sua opinio e falar oq quiser, no gostou fica quieto porra, continua n gostando ai na sua conta",1,1,1,1,42,40,40,42,209
s se fala nesse show do gaab amanh na 04 #tvp04,0,1,1,1,10,10,10,11,47
cada foto q tu tuitar a  um belisimaaaaaa pqp caraljo,1,1,1,1,9,7,7,10,53
"queria t da melhor forma agora...

dando uns tapo de qualidade na bunda dela",1,1,1,1,14,12,12,14,76
"-q lugar eh esse? 
-gramado!! 
-eh vagabunda? q legal vadia e seguiu meu namorado pq?? vontade de dar??????",1,1,1,1,16,10,10,18,107
olha a musica  #mtvhottest justin bieber,0,1,1,1,6,6,6,6,40
mas no vivo sem usar uma...!!! zulive.,0,1,1,1,5,6,5,7,38
"gente no  feio voltar com ex, feio  vc se submeter as mesmas merdas de sempre que nunca tiveram mudanas",0,1,1,1,17,19,17,19,103
caralho....,0,0,0,0,0,0,0,1,11
vai tomar no c seu direita a esquerda !,1,1,1,1,9,9,9,9,39
garota toxica vsf,1,1,1,1,3,2,2,3,17
"tem cada coisa antiga que eu achei nesse twitter

que me deixam mt feliz em ler 

a a",0,1,1,1,17,18,17,18,85
sobre cantar e no ouvir apenas a prpria voz,0,1,1,1,9,9,9,9,43
perdemos o top 1 br no campeonato vai tomar no cu corporativismo,1,1,1,1,11,10,10,12,64
casa coisa que eu vejo  fico mencionando a lety,0,1,1,1,7,8,7,9,47
"Vc  um gnio tenta a carreira da magistratura, condenado em 3 instncias sem provas, e vc acha que no tem provas, vc  um gnio. srsrsrssr
#STFVergonhaNacional",1,1,1,1,26,22,22,26,155
"n aguento mais s ouvir reclamao, porra q dio",0,1,1,1,8,9,8,9,44
"no final do filme a pf arruma um adlio. s que dessa vez, com cara de nerd.",0,1,1,1,15,16,15,17,74
casa dia mais feia. pqp,1,1,1,1,5,5,5,5,23
"Sabe quando algum que se importa contigo no te conta as coisas e guarda umas coisas de voc e diz que  pra te ""proteger""?
Ento... Em alguns casos,  bom escutar essa pessoa(s), as vezes a verdade  uma responsabilidade... Ou uma pica muito grande pra tu aguentar.",1,1,1,1,45,40,40,46,260
ferrugem  fora do normal pqp,1,1,1,1,4,5,4,5,28
horrivel demais pqp,0,1,1,1,3,3,3,3,19
e os seus apostados do friburgo pqp,1,1,1,1,7,5,5,7,35
"eu no conquisto nada, acho q sou o santa cruz",1,1,1,1,9,10,9,10,45
"t triste 
j no tava legal ontem 
pq ele tem que ser sempre 
SEMPRE 
SEMPRE 
um babaca?
uma pessoa que voc ama muito pode se transformar em dio?",1,1,1,1,27,27,26,28,143
um boiola do caralho,1,1,1,1,4,4,4,4,20
"porra muita chuva, vou aproveitar pra dormir muito agora de tarde!",0,1,1,1,10,10,10,11,66
t calor pra porra e no posso sair,0,1,1,1,8,8,8,8,33
Eu esqueci que baixei um mod no The Sims que faz os bonecos ter nudez realista alm de outras coisas. A minha me veio falar algo comigo e quando olhei pra tela tava l um boneco andando pelado vtnc,0,1,1,1,31,39,31,39,195
ento vai toma no cu,1,1,1,1,5,5,5,5,19
queria saber fazer tudo isso de selo,0,1,1,1,6,6,6,7,36
"ta, mas quem iria ir roubar coisa no cu do mundo?",1,1,1,1,11,10,10,11,49
pqp deserto at dia 22,0,1,1,1,5,5,5,5,21
s amor da minha vida,0,1,1,1,5,5,5,5,20
"A menina era uma necromante por meio de sonhos ne, ai o av dela q nunca morria queria q ela sonhasse um corpo fisico pra ele, mas por ela ter aquele dom e por ser mulher o cara era mt babaca com ela fdp verme
enfim o final foi daorito, curti !!",1,1,1,1,52,47,47,52,244
daqui a pouco eu me acho feia e apago,0,1,1,1,9,9,9,9,37
"tem certos #tbt que a gente quer postar, mas no pode.",0,1,1,1,10,11,10,11,53
algum precisa me tirar do tumblr ou ento eu vou salvar todos os icons do kai e do chen,0,1,1,1,16,18,16,19,86
eu t to cansada q sinto q n consigo fazer mais nada hoje vi,0,1,1,1,14,14,14,14,59
parabns para a melhor will herondale stan do twitter &lt;3,0,1,1,1,8,10,8,10,58
Ei  comecei a receber cobrana indevida. J baixei o app pra gravar as ligacaoes e mais tarde vou imprimir faturas e comprovantes. Pode seguir ligando. To doido pra te arrancar alguns trocados.,0,1,1,1,23,30,23,32,191
"Ainda no acredito que fui catar no site (que bloqueou pro Brasil), mas muito feliz que copiando o nome em chins consegui uma verso maiorzinha *obrigada meu deus in joelma's voice*",0,1,1,1,23,31,23,31,179
nao carai,1,1,1,1,2,2,2,2,9
vc n entende loco vsf,1,1,1,1,5,5,5,5,21
"alm de ser homem  analfabeto, f meu parelha",1,1,1,1,7,6,6,8,43
minha turma mais tarde,0,1,1,1,4,4,4,4,22
"isso deve se piada, n? juristas evanglicos?????",0,1,1,1,6,6,6,7,47
"o oxignio que voc respira bem sai do seu cu, n?",1,1,1,1,11,11,11,11,47
s queria dize que to feliz pq troquei ideia com o  e o  e vo joga pubg com eles,0,1,1,1,17,19,17,19,79
bixa ta mesmo toda destruda jogada aqui no meu sof tomei ate um susto,1,1,1,1,14,14,14,14,69
"j sofri muita piada se mal gosto na escola que eu estudo por conta disse, realmente  horrvel",0,1,1,1,16,17,16,17,92
"governo aposta no plc 79 para aumento de r$ 10 bi nos investimentos das teles.

#oibr3 #plc79 #brasil",0,1,1,1,10,18,10,18,101
e do nada eu posso mal e aqui estou eu tomando soro,0,1,1,1,11,12,11,12,51
tava perfeito at a parte que ele arranca o corao do cara,0,1,1,1,12,12,12,12,56
pqp s vai da vagabundo solto,1,1,1,1,6,6,6,6,28
faz uma de cada vez,0,1,1,1,5,5,5,5,19
"Para Bolsonaro, o problema sobre os dados do desmatamento so os dados e no o desmatamento. Quem deveria ser demitido  o Ministro do Meio Ambiente e no o diretor do INPE.",0,1,1,1,28,30,28,31,169
gente e eu q to ficando doente ?????????????? eu to to fodido,1,1,1,1,12,11,11,12,61
cortei a unha e agora estou escrevendo tudo errado. como faz!?,0,1,1,1,9,10,9,11,62
pode chover muito hoje,0,1,1,1,4,4,4,4,22
"2 meses atrs eu n ia conseguir imaginar que com meu trabalho eu ia conseguir fazer esse tipo de compra
fazer investimentos no meu trabalho e nos equipamentos
e eu to s comeando",0,1,1,1,31,33,31,33,176
"s no se intimidar e continuar a postar tudo, que o novo governo faz para o bem do brasil.",0,1,1,1,18,19,18,19,89
"tomar no cu, olha esse catch do odell",1,1,1,1,7,6,6,8,37
"rata francesa, verme. Uma das piores contrataes da histria do Bara. Veio em um momento desesperado pra suprir a sada do Neymar e no jogou 5% do que o Ney jogava aqui. Saiu brigado do BVB por indisciplina e chegou a ter esses msms problemas aqui. Mimado, lixo de jogador.",1,1,1,1,48,36,36,50,270
vontade de chorar hj estou triste !,0,1,1,1,7,7,7,7,35
para ontem,0,1,1,1,2,2,2,2,10
"no sei com qual ritmo eu sofro mais, se  pagode ou sertanejo pqp kkk ta fcil no",0,1,1,1,17,17,17,17,79
o teste de dna dela deu 100% portuguesa caralho etc,0,1,1,1,7,10,7,10,51
fdp kkkkkkkkkk,1,1,1,1,2,2,2,2,14
"eu t s a minha me, no dei notcia de nada e ela foi correr p camila, ningum merece",0,1,1,1,18,19,18,19,81
eu realmente n sei o que t acontecendo com o uber dessa cidade,0,1,1,1,13,13,13,13,62
"preciso fazer minhas unhas e a mulher n responde, porra",0,1,1,1,9,10,9,10,55
"odeio gente com mania de grandeza, que tudo dela  melhor e blablabla tnc no final vai todo mundo pro mesmo buraco",0,1,1,1,19,21,19,21,113
"minha namorada  perfeita demais, que mulher gostosa da porra, e aquela voz? me derreto todo quando escuto, linda dos ps a cabea eu sou o maior f da minha mina, sou muito apaixonado nela",1,1,1,1,34,31,31,34,185
"Fez e no deu nem um po com mortadela a ningum.
Chato isso.
Mas foi vaiado, ouviu a galera gritando mito?
Bem feito n!!!!",0,1,1,1,18,23,18,24,120
"vtmnc porra, ta doidao? levanta essa cabeca porra",1,1,1,1,7,6,6,8,49
porra nem fala .,0,1,1,1,4,4,4,4,16
filhas da puta,1,1,1,1,3,3,3,3,14
cuidado com o agrotxico a galera vermelha!!!,0,1,1,1,5,6,5,7,44
"Feliz aniversrio pra pessoa que t sempre comigo (at msm quando eu sou babaca sem querer)

Obrigada por no desistir de mim. 

Te amo demais",1,1,1,1,25,24,24,25,138
"Produo mineira de #algodo deve crescer 67,3%, em 2019, em comparao com a safra passada. Adoo de tecnologias para controle do bicudo do algodoeiro foi um dos fatores para o salto de produtividade. #cotonicultura #BicudoDoAlgodoeiro #MIP",0,1,1,1,19,34,19,36,235
